tag 1,tag 2,tag 3,tag 4,tag 5,tag 6,tag 7,tag 8,tag 9,tag 10
Photograph (0.95753026),Fun (0.9036798),Water (0.8073041),Photography (0.7060428),Black-and-white (0.6834213),Monochrome (0.67593247),Monochrome photography (0.64696777),Recreation (0.6427465),Leisure (0.5618612),Crew (0.53816533)
Photograph (0.9588809),Fun (0.8987518),Snapshot (0.82509655),Water (0.8073041),Beach (0.73334205),Sea (0.714482),Black-and-white (0.6834213),Photography (0.6778865),Vacation (0.63693297),Play (0.616635)
Photograph (0.972502),People (0.9575554),Snapshot (0.89016366),Standing (0.8280285),Child (0.7755196),Photography (0.6778865),Family (0.6742873),Black-and-white (0.564079),Vintage clothing (0.53451407),null (null)
Photograph (0.9653762),People (0.95357037),Fun (0.8713785),Sand (0.8090025),Photography (0.7060428),Black-and-white (0.6834213),Adaptation (0.6696612),Beach (0.64871204),Monochrome (0.60101867),Stock photography (0.5944116)
Photograph (0.9697667),Standing (0.89371824),Snapshot (0.8674742),Leg (0.86478835),Vintage clothing (0.8583441),Black-and-white (0.8535379),Retro style (0.808341),Monochrome photography (0.76222306),Monochrome (0.75798035),Photography (0.6778865)
Photograph (0.97069037),Vintage clothing (0.92085165),Lady (0.85497016),Male (0.8372638),Snapshot (0.82509655),Gentleman (0.7756498),Retro style (0.7653816),Wedding (0.658572),Smile (0.6410647),Bouquet (0.62867707)
Photograph (0.97288764),People (0.95357037),Snapshot (0.878202),Photography (0.73799706),Black-and-white (0.6834213),Vintage clothing (0.6085351),Tourism (0.56889546),Family (0.561453),Monochrome (0.5442906),History (0.5410714)
Photograph (0.9626903),Snapshot (0.8740874),Monochrome (0.75798035),Black-and-white (0.74367446),Child (0.6452686),Street (0.5971113),null (null),null (null),null (null),null (null)
Photograph (0.95591426),Snapshot (0.8411401),Standing (0.81915694),Vintage clothing (0.72491986),Black-and-white (0.6834213),Architecture (0.65451187),History (0.6451873),City (0.6214529),Monochrome (0.60101867),Street (0.5971113)
Photograph (0.96486944),Snapshot (0.845484),Vehicle (0.6301759),Photography (0.62422496),Vintage clothing (0.57000184),Black-and-white (0.564079),Monochrome (0.5442906),History (0.5410714),Car (0.5153343),null (null)
Motor vehicle (0.98018134),Vehicle (0.9178169),Classic (0.90118426),Car (0.85067177),Vintage car (0.8170126),Classic car (0.7076398),Fiat 518 (0.5566145),null (null),null (null),null (null)
Photograph (0.95497644),People (0.94658375),Fun (0.7039424),Adaptation (0.6696612),Stock photography (0.66633123),Sand (0.6527995),Photography (0.62422496),Family (0.50201166),null (null),null (null)
Photograph (0.9759438),Snapshot (0.89506096),Sitting (0.8781473),Black-and-white (0.8415112),Standing (0.8280285),Photography (0.7798643),Child (0.75432146),Stock photography (0.7512623),Monochrome photography (0.6963509),Tree (0.68692183)
Motor vehicle (0.9743773),Photograph (0.949849),Vehicle (0.8253148),Classic (0.7982842),Vintage car (0.7669663),Car (0.7271258),Classic car (0.6831133),Child (0.6452686),Photography (0.62422496),Family car (0.51460516)
Photograph (0.97336257),People (0.95822424),Snapshot (0.8777859),Stock photography (0.7652079),Photography (0.72451985),Family (0.6694617),Plant (0.58547497),Vintage clothing (0.58045346),Black-and-white (0.564079),null (null)
Photograph (0.97458965),Snapshot (0.8869932),Photography (0.73799706),Child (0.6452686),Stock photography (0.63961476),Family (0.5919639),Canidae (0.5788362),Black-and-white (0.564079),Vintage clothing (0.50654763),null (null)
Stock photography (0.75607276),History (0.60353696),Vehicle (0.60336673),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9680666),Fun (0.9595148),Beach (0.88025934),Bathing (0.8653567),Snapshot (0.83863705),Water (0.8073041),Summer (0.79404825),Sea (0.78132755),Vacation (0.7606969),Photography (0.74846256)
Photograph (0.97701067),People (0.94799167),Snapshot (0.8903893),Sand (0.8829233),Fun (0.8220452),Photography (0.77525955),Stock photography (0.7545414),Black-and-white (0.74367446),Beach (0.7410688),Vacation (0.6860961)
Photograph (0.96561474),People (0.95822424),Snapshot (0.82030433),History (0.67556584),Photography (0.62422496),Family (0.5798942),Black-and-white (0.564079),null (null),null (null),null (null)
People on beach (0.98550713),Beach (0.9696034),Photograph (0.9674168),Water (0.9512578),Sea (0.9420626),Fun (0.9335535),Shore (0.9062296),Coast (0.903754),Wave (0.9025164),Ocean (0.89508003)
Photograph (0.9623112),People (0.9544677),Snapshot (0.87304014),Sitting (0.84581405),Mode of transport (0.8394081),Monochrome (0.67593247),Adaptation (0.6696612),Vehicle (0.592003),Family (0.5103591),null (null)
Photograph (0.9643179),Snapshot (0.8750807),Black-and-white (0.6834213),Monochrome (0.5442906),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9626903),Snapshot (0.8358544),Black-and-white (0.6834213),Sand (0.66745186),Photography (0.62422496),Monochrome (0.5442906),Family (0.5103591),null (null),null (null),null (null)
Photograph (0.97087526),Snapshot (0.8760254),Photography (0.7060428),Fun (0.7039424),Black-and-white (0.6834213),Vintage clothing (0.61695933),Monochrome (0.60101867),Stock photography (0.5944116),Monochrome photography (0.5780445),Family (0.5693733)
Photograph (0.96003306),Snapshot (0.8473898),Sitting (0.7891528),Furniture (0.66037035),null (null),null (null),null (null),null (null),null (null),null (null)
Motor vehicle (0.9743773),Vehicle (0.94350547),Classic (0.90564823),Vintage car (0.87038374),Car (0.8556974),Classic car (0.729517),null (null),null (null),null (null),null (null)
Car (0.98701257),Motor vehicle (0.98018134),Vintage car (0.97596854),Classic (0.9672413),Vehicle (0.9559947),Classic car (0.9327323),Antique car (0.9178376),Fiat 518 (0.6410086),Fiat (0.57343113),Coupé (0.5463119)
Photograph (0.96459967),People (0.9575554),Snapshot (0.8291832),Sand (0.74230605),Adaptation (0.6696612),Photography (0.62422496),Stock photography (0.62054056),History (0.60353696),Black-and-white (0.564079),Vintage clothing (0.5589101)
Photograph (0.97288764),People (0.9450432),Social group (0.93057466),Vintage clothing (0.84100693),Snapshot (0.82509655),Event (0.7587337),Family (0.657708),Ceremony (0.6530768),History (0.6451873),Monochrome (0.64315295)
Photograph (0.9480249),Vintage clothing (0.9063524),Lady (0.88771355),Standing (0.81915694),Formal wear (0.7795543),Retro style (0.71237993),Gentleman (0.68999803),Family (0.6897195),Event (0.6273696),Suit (0.5976885)
Photograph (0.9683652),Snapshot (0.82509655),Stock photography (0.65439934),Vintage clothing (0.63992953),Photography (0.62422496),Flower (0.61033255),Plant (0.58547497),Family (0.5765472),Bouquet (0.5504063),null (null)
Photograph (0.96878475),Lady (0.91250753),Standing (0.8695495),Vintage clothing (0.863114),Snapshot (0.82509655),Male (0.80898863),Bouquet (0.71957946),Formal wear (0.7123611),Gentleman (0.6783096),Ceremony (0.66910744)
Photograph (0.9751248),Lady (0.9158805),Vintage clothing (0.91350687),Standing (0.89371824),Snapshot (0.86438924),Retro style (0.7500633),Black-and-white (0.6834213),Wedding (0.6626673),Bride (0.64896095),Classic (0.63818127)
Photograph (0.9674168),People (0.93702155),Vintage clothing (0.863114),Snapshot (0.8586587),Hairstyle (0.836367),Gentleman (0.8084919),Sitting (0.72036517),Family (0.6714258),Retro style (0.65041703),Classic (0.63818127)
Photograph (0.9567608),Snapshot (0.82030433),Photography (0.62422496),Family (0.6047318),Vintage clothing (0.57000184),Sitting (0.54085284),Floristry (0.5014274),null (null),null (null),null (null)
Photograph (0.9643179),Snapshot (0.845484),Sand (0.72473824),Fun (0.7039424),Photography (0.6778865),Stock photography (0.67624575),Adaptation (0.6696612),Beach (0.62181205),Recreation (0.59429896),Black-and-white (0.564079)
Photograph (0.9709653),People (0.93127215),Snapshot (0.8764809),Black-and-white (0.8072261),Monochrome (0.7423392),Photography (0.7060428),Sitting (0.62504894),Monochrome photography (0.5780445),Vehicle (0.51874006),null (null)
Photograph (0.95753026),Marriage (0.940462),Wedding dress (0.9119415),Ceremony (0.88164556),Lady (0.87780344),Formal wear (0.8465692),Wedding (0.8383862),Dress (0.83315325),Male (0.83209765),Bride (0.8308599)
Baby carriage (0.9752),Photograph (0.9685086),Product (0.9618442),Baby Products (0.9000144),Snapshot (0.88386923),Photography (0.62422496),Stock photography (0.5944116),Vintage clothing (0.57000184),Classic (0.5666435),Family (0.5426583)
Bride (0.9787439),Photograph (0.9773506),Bridal veil (0.9366334),Wedding (0.9186251),Gown (0.9096933),Wedding dress (0.9054546),Lady (0.8985191),Ceremony (0.87209445),Marriage (0.86539257),Vintage clothing (0.8642705)
Photograph (0.9658443),Product (0.94139594),Snapshot (0.88618803),Child (0.8560338),Standing (0.842263),Baby carriage (0.80783683),Baby Products (0.8021028),Black-and-white (0.7811979),Vintage clothing (0.7288545),Retro style (0.71237993)
Photograph (0.9480249),Flower (0.75677407),Plant (0.7165826),Vintage clothing (0.65360206),Floristry (0.64640975),Monochrome (0.5442906),Flower Arranging (0.52678275),Bouquet (0.5257489),Family (0.52486706),Hydrangea (0.5127966)
Photograph (0.96878475),Bride (0.956697),Wedding dress (0.94133264),Lady (0.9287214),Dress (0.8955062),Gown (0.8945296),Bouquet (0.89354986),Bridal clothing (0.8325957),Marriage (0.8290277),Bridal veil (0.81689173)
Bridal veil (0.9741079),Photograph (0.9714754),Bride (0.956697),Veil (0.9548464),Wedding dress (0.94804275),Gown (0.9461573),Dress (0.93127126),Lady (0.9304001),Bridal accessory (0.92785484),Bridal clothing (0.88286686)
Photograph (0.97578555),Snapshot (0.89105296),Standing (0.8280285),Stock photography (0.7341036),Vintage clothing (0.73267525),Photography (0.7060428),Black-and-white (0.6834213),Retro style (0.57000875),Classic (0.5666435),Monochrome (0.5442906)
Photograph (0.97835624),Snapshot (0.87555885),Standing (0.8086237),Vintage clothing (0.77132356),Stock photography (0.70905024),Wedding (0.70795804),Ceremony (0.7070131),Photography (0.7060428),Black-and-white (0.6834213),Dress (0.6435888)
Photograph (0.97430533),Wedding dress (0.95663804),Gown (0.9436982),Vintage clothing (0.9343035),Bride (0.9164383),Dress (0.9051548),Marriage (0.9030089),Bridal clothing (0.8962218),Lady (0.87157136),Standing (0.8621847)
Vehicle (0.70328534),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Motor vehicle (0.9010037),Vehicle (0.84616953),Car (0.62672836),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.97263366),Snapshot (0.85507596),Vintage clothing (0.7079197),Family (0.58617204),null (null),null (null),null (null),null (null),null (null),null (null)
Baby carriage (0.97368014),Photograph (0.9685086),Product (0.96559286),Baby Products (0.8939663),Snapshot (0.8777859),Stock photography (0.66633123),Vintage clothing (0.6600149),Photography (0.62422496),Black-and-white (0.564079),Family (0.50201166)
Photograph (0.9722285),Snapshot (0.86599094),Stock photography (0.7991432),Photography (0.74846256),Child (0.6712812),Black-and-white (0.564079),Photographic paper (0.5286124),Photo caption (0.5130243),null (null),null (null)
Brass instrument (0.62621516),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9718655),Gown (0.9550474),Dress (0.9253359),Lady (0.91250753),Wedding dress (0.8808719),Vintage clothing (0.8493888),Bride (0.8416134),Bridal accessory (0.7971292),Bouquet (0.7728005),Bridal clothing (0.76489884)
Photograph (0.9610321),Snapshot (0.82509655),Standing (0.81915694),Outerwear (0.73502517),Black-and-white (0.6834213),Convent (0.6277875),Abbess (0.50213206),null (null),null (null),null (null)
Photograph (0.97625434),People (0.93702155),Snapshot (0.90690684),Standing (0.8811611),Black-and-white (0.8788672),Photography (0.7994286),Sitting (0.74460065),Monochrome (0.7423392),Retro style (0.7386699),Stock photography (0.72830933)
Photograph (0.96706176),Snapshot (0.8523099),Photography (0.6778865),Stock photography (0.65439934),Picture frame (0.6317756),Vehicle (0.5631024),null (null),null (null),null (null),null (null)
Photograph (0.9716349),People (0.94147086),Snapshot (0.86674637),Vintage clothing (0.835002),Family (0.7030168),Classic (0.68556935),Stock photography (0.6846679),Photography (0.62422496),Child (0.57330555),null (null)
Photograph (0.96791106),People (0.949285),Snapshot (0.845484),Vintage clothing (0.8424538),Standing (0.7958224),Family (0.70846033),Classic (0.68556935),Child (0.6712812),Stock photography (0.66633123),Photography (0.62422496)
Photograph (0.96864843),People (0.93127215),Snapshot (0.8507856),Vintage clothing (0.774055),Child (0.69306356),Family (0.67239064),Stock photography (0.5944116),null (null),null (null),null (null)
Photograph (0.951403),People (0.93127215),Formal wear (0.85632324),Lady (0.8433756),Vintage clothing (0.83804905),Gentleman (0.83585614),Suit (0.8007281),Retro style (0.71944624),Family (0.69509274),Classic (0.63818127)
Photograph (0.97139376),Lady (0.87780344),Vintage clothing (0.85071933),Snapshot (0.8473898),Classic (0.7840004),Picture frame (0.78083676),Stock photography (0.7250776),Photography (0.6778865),Art (0.65512854),Family (0.59733766)
Photograph (0.9709653),People (0.9450432),Vintage clothing (0.9085521),Snapshot (0.87459046),Retro style (0.8466393),Classic (0.7840004),Family (0.7181321),Gentleman (0.6783096),Photography (0.62422496),Stock photography (0.62054056)
Photograph (0.9717897),Vintage clothing (0.93016917),Snapshot (0.86438924),Retro style (0.8424339),Photographic paper (0.8299563),Stock photography (0.7177787),Photography (0.7060428),Picture frame (0.64814585),Classic (0.63818127),Family (0.6318894)
Photograph (0.9699864),Vintage clothing (0.869853),Lady (0.8641155),Snapshot (0.8358544),Flower Arranging (0.7820131),Bouquet (0.71610034),Formal wear (0.6976117),Event (0.6942809),Floristry (0.6891134),Classic (0.68556935)
Photograph (0.9753785),Facial expression (0.944714),People (0.94334805),Vintage clothing (0.892862),Smile (0.87311286),Lady (0.8641155),Snapshot (0.8434104),Wedding (0.73027164),Event (0.7228018),Ceremony (0.71724904)
Motor vehicle (0.98232454),Photograph (0.97131085),Classic (0.9396635),Vintage car (0.9111702),Vehicle (0.91012794),Snapshot (0.8434104),Car (0.8303199),Classic car (0.782662),Antique car (0.672398),Family (0.6694617)
Photograph (0.9704001),Child (0.89053404),Snapshot (0.8491508),Vintage clothing (0.83804905),Retro style (0.78307825),Mother (0.7492177),Photography (0.62422496),Baby (0.5757793),Toddler (0.5167525),null (null)
Photograph (0.97380036),Snapshot (0.8626501),Vintage clothing (0.8619434),Classic (0.81045026),Retro style (0.7870896),Stock photography (0.70398533),Event (0.6273696),Photography (0.62422496),Gentleman (0.5962818),Family (0.58309877)
Photograph (0.97746515),People (0.9620881),Vintage clothing (0.8820522),Snapshot (0.8812418),Retro style (0.85441995),Black-and-white (0.8072261),Monochrome photography (0.76222306),Gentleman (0.75479347),Photography (0.72451985),Family (0.705768)
Photograph (0.9731302),Lady (0.92487866),Vintage clothing (0.91556007),Classic (0.86324567),Snapshot (0.8358544),Retro style (0.8017464),Dress (0.76468235),Bride (0.74200916),Formal wear (0.7253138),Gown (0.685698)
Photograph (0.96864843),Snapshot (0.845484),Vintage clothing (0.8218173),Stock photography (0.69832796),Photography (0.6778865),Monochrome (0.67593247),Family (0.6334946),Flower (0.62802255),Retro style (0.60077494),Plant (0.58547497)
Photograph (0.9674168),People (0.94334805),Product (0.9252941),Snapshot (0.88947254),Baby Products (0.8579636),Tricycle (0.8361992),Baby carriage (0.83200175),Vintage clothing (0.8182424),Photography (0.7909919),Child (0.7846186)
Photograph (0.9539291),Product (0.93479854),Motor vehicle (0.9010037),Baby carriage (0.8984161),Snapshot (0.82509655),Baby Products (0.767439),Vehicle (0.76482946),Stock photography (0.63961476),Photography (0.62422496),Classic (0.5666435)
Photograph (0.9765967),Wedding dress (0.96195596),Bride (0.94325864),Lady (0.9214543),Gown (0.92009866),Dress (0.912092),Bridal clothing (0.8977095),Formal wear (0.8976304),Vintage clothing (0.8740956),Wedding (0.867767)
Photograph (0.97797644),Standing (0.9277415),Snapshot (0.9102152),Retro style (0.89868927),Vintage clothing (0.8970282),Photography (0.72451985),Child (0.71164453),Black-and-white (0.6834213),Stock photography (0.67624575),null (null)
Photograph (0.95947856),Standing (0.9164196),Snapshot (0.8358544),Outerwear (0.81610054),Black-and-white (0.74367446),Photography (0.62422496),Gentleman (0.5962818),Uniform (0.5676403),Monochrome (0.5442906),Costume (0.5388254)
Photograph (0.9664844),Snapshot (0.8801572),Stock photography (0.70905024),Photography (0.7060428),Vintage clothing (0.7033192),Room (0.6566393),Sitting (0.62504894),Child (0.61345816),Black-and-white (0.564079),null (null)
Photograph (0.9683652),Snapshot (0.8773607),Photography (0.6778865),Child (0.6712812),Stock photography (0.65439934),Retro style (0.5132699),null (null),null (null),null (null),null (null)
Photograph (0.951403),Snapshot (0.82030433),Child (0.74183375),Black-and-white (0.564079),Vintage clothing (0.5589101),Family (0.50201166),null (null),null (null),null (null),null (null)
Photograph (0.9765967),People (0.93127215),Vintage clothing (0.8937099),Snapshot (0.87459046),Retro style (0.8174493),Photography (0.7640012),Black-and-white (0.74367446),Event (0.710556),Wedding (0.69720757),Ceremony (0.678688)
Photograph (0.9694192),People (0.9393769),Retro style (0.92568064),Vintage clothing (0.9025746),Snapshot (0.86674637),Classic (0.86324567),Gentleman (0.81663144),Stock photography (0.69194746),Family (0.6761421),Photography (0.62422496)
Photograph (0.97087526),People (0.9544677),Facial expression (0.94438577),Vintage clothing (0.869853),Snapshot (0.8434104),Smile (0.8202158),Event (0.7228018),Iris (0.7070305),Headpiece (0.7059606),Monochrome (0.70229715)
Photograph (0.9643179),People (0.9393769),Vintage clothing (0.9063524),Retro style (0.89487803),Lady (0.883115),Gentleman (0.85369855),Smile (0.7291945),Formal wear (0.6976117),Family (0.6694617),Suit (0.62281674)
Photograph (0.9734752),Vintage clothing (0.92466384),Retro style (0.9150894),Snapshot (0.8586587),Gentleman (0.6783096),Family (0.649188),Stock photography (0.63961476),Classic (0.63818127),Uniform (0.62464595),Photography (0.62422496)
Photograph (0.9700929),People (0.9600368),Vintage clothing (0.9092748),Lady (0.87780344),Snapshot (0.8411401),Retro style (0.8174493),Gentleman (0.74867886),Family (0.7097864),Classic (0.63818127),Photography (0.62422496)
Photograph (0.9749067),People (0.95822424),Snapshot (0.85507596),Vintage clothing (0.762734),Black-and-white (0.74367446),Retro style (0.71237993),Photography (0.7060428),Family (0.69282526),Gentleman (0.6653931),Monochrome photography (0.64696777)
Photograph (0.9700929),Snapshot (0.8617218),Vintage clothing (0.84667265),Retro style (0.7870896),Photography (0.6778865),Family (0.66538537),Stock photography (0.65439934),Event (0.6273696),Plant (0.58547497),Ceremony (0.5759857)
People (0.956102),Social group (0.9497221),Team (0.7965793),Family (0.6504648),Crew (0.586642),Vintage clothing (0.5589101),null (null),null (null),null (null),null (null)
Photograph (0.9725682),Retro style (0.89585596),Vintage clothing (0.89027244),Snapshot (0.8597303),Photographic paper (0.82400644),Stock photography (0.6846679),Photography (0.6778865),Family (0.6694617),Plant (0.58547497),Black-and-white (0.564079)
Photograph (0.9683652),Snapshot (0.85373634),Vintage clothing (0.8067352),Plant (0.6463999),Photography (0.62422496),Flower (0.62246805),Family (0.59733766),Stock photography (0.5944116),Cut flowers (0.568425),Bouquet (0.5504063)
Photograph (0.95274854),Bishop (0.6947327),Pope (0.58185697),Child (0.5202996),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9734192),People (0.9515836),Standing (0.9475922),Snapshot (0.88534963),Vintage clothing (0.83804905),Black-and-white (0.74367446),Monochrome (0.7240434),Uniform (0.68095136),Photography (0.6778865),Outerwear (0.6577929)
Photograph (0.9567608),Vintage clothing (0.85955876),Snapshot (0.83863705),Standing (0.8280285),Black-and-white (0.564079),Monochrome (0.5442906),Style (0.50951844),null (null),null (null),null (null)
Photograph (0.9567608),Standing (0.8835848),Snapshot (0.8434104),Outerwear (0.73502517),Photography (0.62422496),Black-and-white (0.564079),Costume (0.55356264),null (null),null (null),null (null)
Photograph (0.9633902),Standing (0.9155763),Snapshot (0.8597303),Black-and-white (0.74367446),Outerwear (0.71725756),Monochrome (0.70229715),Vintage clothing (0.64691377),Photography (0.62422496),Costume (0.52205056),Family (0.5103591)
Costume (0.5026375),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9643179),Snapshot (0.8291832),Black-and-white (0.6834213),Dress (0.63002753),Stock photography (0.62054056),Vintage clothing (0.5903255),Monochrome (0.5442906),Gesture (0.517318),null (null),null (null)
Photograph (0.9567608),People (0.9504782),Standing (0.9077315),Uniform (0.8882142),Vintage clothing (0.7983246),Family (0.6788508),History (0.62617904),Military officer (0.5001119),null (null),null (null)
Photograph (0.9605495),Snapshot (0.880887),Photography (0.62422496),Black-and-white (0.564079),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9640232),Snapshot (0.85507596),Room (0.8084965),Photography (0.62422496),Black-and-white (0.564079),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9660654),Standing (0.9351344),Snapshot (0.85752976),Black-and-white (0.8072261),Child (0.7846186),Outerwear (0.74901617),Design (0.737545),Vintage clothing (0.71668535),Monochrome (0.64315295),Photography (0.62422496)
Photograph (0.96371436),Outerwear (0.9080312),Standing (0.8695495),Lady (0.85497016),Snapshot (0.8434104),Architecture (0.7263346),Vintage clothing (0.6885432),Cape (0.68510586),Black-and-white (0.6834213),Robe (0.65361094)
Table (0.58647066),Furniture (0.5674918),Child (0.5202996),Art (0.5021872),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9480249),Furniture (0.64736944),Child (0.57330555),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9605495),Snapshot (0.83863705),Child (0.8307369),Room (0.79112947),Adaptation (0.6696612),Vintage clothing (0.64691377),Photography (0.62422496),Furniture (0.5937384),Black-and-white (0.564079),Monochrome (0.5442906)
Photograph (0.96371436),Snapshot (0.87249446),Photography (0.7640012),Stock photography (0.73916775),Black-and-white (0.6834213),Visual arts (0.66912735),Art (0.6253477),Vintage clothing (0.5903255),History (0.5410714),null (null)
Photograph (0.9567608),Product (0.94139594),Mode of transport (0.8725296),Snapshot (0.8695101),Vehicle (0.8312454),Baby carriage (0.81621504),Black-and-white (0.6834213),Photography (0.6778865),Retro style (0.67076075),Baby Products (0.66439354)
Photograph (0.96304935),Snapshot (0.83273077),Picture frame (0.7991411),Vintage clothing (0.67777884),Room (0.6566393),Photography (0.62422496),Family (0.5765472),Mother (0.5486586),null (null),null (null)
Photograph (0.9754614),Snapshot (0.8992245),Standing (0.8481004),Vintage clothing (0.84528613),Photography (0.75693494),Black-and-white (0.74367446),Retro style (0.7261669),Leg (0.69203323),Stock photography (0.66633123),Room (0.6566393)
Photograph (0.9660654),Sitting (0.8886437),Snapshot (0.8491508),Child (0.7846186),Photography (0.7060428),Black-and-white (0.6834213),Adaptation (0.6696612),Stock photography (0.66633123),Monochrome (0.60101867),Furniture (0.5674918)
Photograph (0.9765589),People (0.9760574),Snapshot (0.8959741),Adaptation (0.81252843),Photography (0.8081133),Stock photography (0.78167146),Vintage clothing (0.72086555),Family (0.7044002),Black-and-white (0.6834213),Child (0.6712812)
Black-and-white (0.6834213),Vintage clothing (0.6326264),Monochrome (0.5442906),Style (0.50951844),Illustration (0.5040763),null (null),null (null),null (null),null (null),null (null)
Land vehicle (0.9961627),Vehicle (0.99030316),Car (0.98701257),Motor vehicle (0.9783724),Classic car (0.9755782),Classic (0.90770894),Vintage car (0.7669663),Sedan (0.7439812),Coupé (0.70984995),1957 ford (0.5197345)
Photograph (0.9605495),People (0.9515836),Snapshot (0.8291832),Vintage clothing (0.81264305),Child (0.6712812),Photography (0.62422496),Family (0.6135634),null (null),null (null),null (null)
Vintage clothing (0.50654763),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.96561474),Sitting (0.88063896),Child (0.84449667),Snapshot (0.82030433),Tree (0.778368),Grass (0.76197845),Black-and-white (0.74367446),Furniture (0.73779374),Photography (0.7060428),Backyard (0.64606357)
Photograph (0.9480249),Snapshot (0.83863705),Black-and-white (0.74367446),Monochrome (0.7423392),Photography (0.62422496),Child (0.5202996),Style (0.50951844),null (null),null (null),null (null)
Snapshot (0.82030433),Photography (0.62422496),Black-and-white (0.564079),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9744015),Snapshot (0.899551),Standing (0.83563834),Vintage clothing (0.7685281),Black-and-white (0.74367446),Photography (0.73799706),Tree (0.68692183),Adaptation (0.6696612),Stock photography (0.62054056),Child (0.57330555)
People (0.949285),Vintage clothing (0.6600149),Family (0.649188),Gentleman (0.5962818),Monochrome (0.5442906),Smile (0.5404296),null (null),null (null),null (null),null (null)
Photograph (0.96486944),Snapshot (0.82030433),Vintage clothing (0.80048823),Retro style (0.6888101),Family (0.63024867),Photography (0.62422496),Stock photography (0.62054056),Black-and-white (0.564079),Gentleman (0.5128367),null (null)
Photograph (0.9762159),Snapshot (0.88447464),Photography (0.7060428),Adaptation (0.6696612),Stock photography (0.65439934),Vintage clothing (0.6326264),Photo caption (0.6011592),Mother (0.56915915),null (null),null (null)
Photograph (0.951403),Child (0.6452686),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9726983),Classic (0.921097),Motor vehicle (0.9010037),Snapshot (0.88447464),Retro style (0.79827553),Vintage car (0.77287406),Photography (0.74846256),Vintage clothing (0.72491986),Car (0.6985113),Vehicle (0.6938986)
Uniform (0.68095136),Child (0.61345816),Vintage clothing (0.5471081),Military officer (0.51897585),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9753785),Snapshot (0.885633),Standing (0.8785687),Vintage clothing (0.77132356),Picture frame (0.68629885),Room (0.6566393),Photography (0.62422496),Retro style (0.61450857),Photographic paper (0.60614175),Stock photography (0.5944116)
White (0.9675041),Photograph (0.96459967),People (0.93434614),Standing (0.9180322),Beach (0.88162214),Black-and-white (0.86344093),Fun (0.8575278),Snapshot (0.8523099),Sea (0.84459287),Water (0.8073041)
Photograph (0.97797644),Vintage clothing (0.91488004),Snapshot (0.8946873),Standing (0.8879951),Dress (0.76468235),Photography (0.72451985),Stock photography (0.67624575),Room (0.6566393),Classic (0.63818127),Black-and-white (0.564079)
null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9623112),Standing (0.8811611),Snapshot (0.8507856),Vintage clothing (0.774055),Monochrome (0.64315295),Classic (0.63818127),Photography (0.62422496),Family (0.56551564),Black-and-white (0.564079),null (null)
Photograph (0.9567608),People (0.9393769),Standing (0.85329694),Snapshot (0.82509655),Vintage clothing (0.82356006),Child (0.7755196),Family (0.6664239),Photography (0.62422496),Black-and-white (0.564079),Style (0.50951844)
Standing (0.8086237),Fur (0.547831),Costume (0.5388254),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.97029966),Snapshot (0.8822689),Black-and-white (0.74367446),Vintage clothing (0.71668535),Room (0.71392286),Monochrome (0.70229715),Photography (0.6778865),Family (0.6366043),Sitting (0.6023184),Furniture (0.5674918)
Snapshot (0.8291832),Vintage clothing (0.7534916),Monochrome (0.70229715),Black-and-white (0.6834213),Headgear (0.67478096),Retro style (0.6609029),Photography (0.62422496),Stock photography (0.62054056),Child (0.57330555),History (0.5410714)
Photograph (0.95497644),People (0.93127215),Snapshot (0.82030433),Standing (0.8086237),Vintage clothing (0.7818882),Photography (0.62422496),Child (0.61345816),Family (0.58912414),History (0.57590634),null (null)
Vehicle (0.9331717),Boat (0.8803846),Watercraft (0.68380725),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.95823395),People (0.93127215),Standing (0.8757867),Snapshot (0.8291832),Vintage clothing (0.6885432),Family (0.6156153),Classic (0.5666435),null (null),null (null),null (null)
Photograph (0.9605495),Child (0.85239816),Vintage clothing (0.8286201),Family (0.5426583),null (null),null (null),null (null),null (null),null (null),null (null)
